Date,Open,High,Low,Close,Volume
2010-01-04,213.429998,214.499996,212.380001,214.009998,123432400.0
2010-01-05,214.599998,215.589994,213.249994,214.379993,150476200.0
2010-01-06,214.379993,215.23,210.750004,210.969995,138040000.0
2010-01-07,211.75,212.000006,209.050005,210.58,119282800.0
2010-01-08,210.299994,212.000006,209.060005,211.980005,111902700.0
2010-01-11,212.799997,213.000002,208.450005,210.110003,115557400.0
2010-01-12,209.189995,209.769995,206.419998,207.720001,148614900.0
2010-01-13,207.870005,210.929995,204.099998,210.650002,151473000.0
2010-01-14,210.110003,210.459997,209.020004,209.43,108223500.0
2010-01-15,210.929995,211.599997,205.869999,205.93,148516900.0
2010-01-19,208.330002,215.189999,207.240004,215.039995,182501900.0
2010-01-20,214.910006,215.549994,209.500002,211.73,153038200.0
2010-01-21,212.079994,213.309996,207.210003,208.069996,152038600.0
2010-01-22,206.780006,207.499996,197.16,197.75,220441900.0
2010-01-25,202.510002,204.699999,200.190002,203.070002,266424900.0
2010-01-26,205.950001,213.710005,202.580004,205.940001,466777500.0
2010-01-27,206.849995,210.58,199.530001,207.880005,430642100.0
2010-01-28,204.930004,205.500004,198.699995,199.289995,293375600.0
2010-01-29,201.079996,202.199995,190.250002,192.060003,311488100.0
2010-02-01,192.369997,196.0,191.299999,194.729998,187469100.0
2010-02-02,195.909998,196.319994,193.379993,195.859997,174585600.0
2010-02-03,195.169994,200.200003,194.420004,199.229994,153832000.0
2010-02-04,196.730003,198.370001,191.570005,192.050003,189413000.0
2010-02-05,192.630003,196.0,190.850002,195.460001,212576700.0
2010-02-08,195.690006,197.880003,193.999994,194.119997,119567700.0
2010-02-09,196.419996,197.499994,194.749998,196.190004,158221700.0
2010-02-10,195.889997,196.6,194.26,195.120007,92590400.0
2010-02-11,194.880001,199.750006,194.059996,198.669994,137586400.0
2010-02-12,198.109995,201.639996,195.500002,200.379993,163867200.0
2010-02-16,201.940002,203.690002,201.520006,203.399996,135934400.0
2010-02-17,204.190001,204.310003,200.860004,202.550003,109099200.0
2010-02-18,201.629995,203.889994,200.920006,202.929998,105706300.0
2010-02-19,201.860001,203.200005,201.109997,201.669996,103867400.0
2010-02-22,202.339998,202.500002,199.190006,200.419994,97640900.0
2010-02-23,199.999998,201.330002,195.709993,197.059998,143773700.0
2010-02-24,198.229998,201.440004,197.840002,200.66,115141600.0
2010-02-25,197.380005,202.859997,196.889994,202.000004,166281500.0
2010-02-26,202.379999,205.169996,202.000004,204.619997,126865200.0
2010-03-01,205.749996,209.500002,205.450003,208.990004,137523400.0
2010-03-02,209.929998,210.830006,207.740002,208.85,141636600.0
2010-03-03,208.940002,209.869997,207.940006,209.329998,93013200.0
2010-03-04,209.279997,210.919994,208.629995,210.710003,91510300.0
2010-03-05,214.940006,219.699995,214.629999,218.950005,224905100.0
2010-03-08,220.010002,220.090004,218.250002,219.079994,107472400.0
2010-03-09,218.310003,224.999996,217.889994,223.020004,230064800.0
2010-03-10,223.829996,225.480007,223.199995,224.839993,149054500.0
2010-03-11,223.909998,225.500008,223.319998,225.500008,101425100.0
2010-03-12,227.37001,227.729992,225.75,226.600006,104080900.0
2010-03-15,225.380005,225.500008,220.249994,223.839996,123375700.0
2010-03-16,224.180004,224.979996,222.510006,224.449997,111727000.0
2010-03-17,224.899994,226.449989,223.269997,224.120003,112739200.0
